sum.taxonomy	X18S_Yell.July18.Site1J.S99	X18S_Yell.July18.Site1L.S101	X18S_Yell.July18.Site1U.S114	X18S_Yell.July18.Site1a.S83	X18S_Yell.July18.Site1b.S84	X18S_Yell.July18.Site1bb.S139	X18S_Yell.July18.Site1c.S85	X18S_Yell.July18.Site1cc.S140	X18S_Yell.July18.Site1d.S86	X18S_Yell.July18.Site1dd.S141	X18S_Yell.July18.Site1e.S91	X18S_Yell.July18.Site1f.S92	X18S_Yell.July18.Site1g.S93	X18S_Yell.July18.Site1h.S94	X18S_Yell.July18.Site1k.S100	X18S_Yell.July18.Site1m.S102	X18S_Yell.July18.Site1n.S103	X18S_Yell.July18.Site1o.S104	X18S_Yell.July18.Site1p.S105	X18S_Yell.July18.Site1q.S106	X18S_Yell.July18.Site1r.S111	X18S_Yell.July18.Site1s.S112	X18S_Yell.July18.Site1t.S113	X18S_Yell.July18.Site1v.S117	X18S_Yell.July18.Site1w.S118	X18S_Yell.July18.Site1y.S120	X18S_Yell.July18.Site1z.S129	X18S_Yell.July18.Site5L.S109	X18S_Yell.July18.Site5a.S87	X18S_Yell.July18.Site5aa.S132	X18S_Yell.July18.Site5b.S88	X18S_Yell.July18.Site5bb.S133	X18S_Yell.July18.Site5c.S89	X18S_Yell.July18.Site5cc.S134	X18S_Yell.July18.Site5e.S95	X18S_Yell.July18.Site5ee.S136	X18S_Yell.July18.Site5f.S96	X18S_Yell.July18.Site5ff.S137	X18S_Yell.July18.Site5h.S98	X18S_Yell.July18.Site5k.S108	X18S_Yell.July18.Site5m.S110	X18S_Yell.July18.Site5n.S115	X18S_Yell.July18.Site5o.S116	X18S_Yell.July18.Site5p.S121	X18S_Yell.July18.Site5q.S122	X18S_Yell.July18.Site5r.S123	X18S_Yell.July18.Site5s.S124	X18S_Yell.July18.Site5t.S125	X18S_Yell.July18.Site5u.S126	X18S_Yell.July18.Site5v.S127	X18S_Yell.July18.Site5z.S131	X18S_Yell.July18.Site1ee.S142	X18S_Yell.July18.Site5J.S107	X18S_Yell.July18.Site5g.S97	X18S_Yell.July18.Site5w.S128
Eukaryota;Annelida;Polychaeta;Capitellida;Capitellidae;NA;	4	0	1	3	0	5	0	5	2	6	0	1	0	1	2	2	1	0	4	2	1	1	4	1	27	0	6	4	2	134	5	148	0	203	155	1	32	7	40	2	1	45	13	17	0	18	1	1	3	1	212	0	0	0	0
Eukaryota;Annelida;Polychaeta;Capitellida;Capitellidae;Notomastus;	17	87	24	4410	2676	3752	1662	7392	1894	3808	86	1374	266	329	701	1509	3771	2389	7920	1485	1698	2782	6265	1826	4041	590	8329	508	1182	32294	1440	42423	161	50712	113475	1364	1951	7436	36897	1177	336	7342	7604	2628	403	12034	451	567	913	2631	77353	0	0	1	0
Eukaryota;Annelida;Polychaeta;Capitellida;Maldanidae;Clymenella;Clymenella cf. complanata GK-2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Capitellida;Maldanidae;Maldane;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Capitellida;Maldanidae;Metasychis;Metasychis cf. disparidentata GK-2017	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Capitellida;Maldanidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	65	0	103	56	0	0	0	49	0	0	21	11	0	0	0	0	0	0	58	72	0	0	0	0
Eukaryota;Annelida;Polychaeta;Capitellida;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota;Annelida;Polychaeta;Echiuroidea;Echiuridae;Anelassorhynchus;Anelassorhynchus sp. RG-2015-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Eunicida;Amphinomidae;Pareurythoe;Pareurythoe borealis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Eunicida;Dorvilleidae;NA;	0	4	0	0	0	6	0	0	0	4	0	74	12	0	0	0	4	0	7	0	0	0	8	0	4	4	10	0	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Eunicida;Euphrosinidae;Euphrosine;Euphrosine foliosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota;Annelida;Polychaeta;Eunicida;Lumbrineridae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Eunicida;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	1	0	1	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Eunicida;Onuphidae;Diopatra;Diopatra sp. dio198	0	0	0	21	18	43	0	45	0	65	0	15	0	0	0	9	38	9	24	0	21	59	48	48	31	31	43	0	0	0	0	0	0	0	0	0	0	541	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Flabelligerida;Flabelligeridae;NA;	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Golfingiida;Sipunculidae;Sipunculus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;NA;;NA;	0	8	0	124	121	270	56	1299	64	774	1	166	44	27	38	64	218	180	670	214	53	74	309	75	118	97	165	568	824	860	741	1060	161	1268	1715	539	38	459	1238	198	438	190	237	1616	1	203	171	517	18	36	1731	0	0	0	0
Eukaryota;Annelida;Polychaeta;NA;Dinophilidae;Dinophilus;Dinophilus taeniatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;NA;Dinophilidae;Trilobodrilus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;NA;Opheliidae;NA;	0	5	0	159	158	16	16	58	24	37	0	124	13	10	0	14	119	56	107	109	16	49	242	19	90	8	23	58	108	2760	36	3582	8	4491	9931	20	81	14	6761	24	62	42	61	67	8	391	13	36	7	27	3000	0	0	0	0
Eukaryota;Annelida;Polychaeta;NA;Orbiniidae;Leitoscoloplos;Leitoscoloplos pugettensis	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	30	244	53	297	3	395	620	25	5	16	121	11	32	100	88	20	2	64	5	13	0	6	698	0	0	0	0
Eukaryota;Annelida;Polychaeta;NA;Orbiniidae;NA;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;NA;Orbiniidae;Naineris;Naineris quadricuspida	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;NA;Paraonidae;Aricidea;Aricidea cf. catherinae JL-2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;NA;Paraonidae;Paradoneis;Paradoneis ilvana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;	5	4840	5	4	20	179	49	1407	20	4756	1627	23759	16483	5288	231	1440	287	224	2907	364	308	385	824	372	330	670	172	9	6	14	16	16	6	16	0	0	0	14	25	0	0	621	0	69	0	0	0	0	47	8	10	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera americana	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera capitata	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera cf. tridactyla FS19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Goniadidae;Glycinde;Glycinde armigera	0	0	0	5	9	4	0	26	5	21	0	0	0	0	0	0	4	5	12	0	3	3	16	4	6	0	0	2	0	4	0	4	0	5	13	5	0	0	190	2	0	4	4	2	0	0	0	3	0	8	5	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Hesionidae;NA;	0	0	0	35	9	38	6	31	21	35	0	23	12	0	4	13	39	16	44	10	1	637	65	22	21	16	43	54	107	592	119	617	10	745	798	141	0	58	504	19	25	270	181	247	97	194	50	81	51	338	745	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;NA;;	0	75	0	0	5	0	0	11	0	0	67	1093	377	181	0	12	0	7	17	20	0	10	17	0	56	33	18	19	11	171	0	326	9	396	391	10	0	17	146	0	17	85	46	101	0	35	17	63	0	24	275	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	6	1	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys hombergii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Nereididae;NA;	0	0	0	11	0	0	0	0	0	7	0	25	8	0	0	0	48	20	30	9	0	0	15	0	0	12	17	41	17	63	50	23	6	45	59	76	0	48	71	11	29	526	319	0	0	44	19	34	0	17	3129	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Nereididae;Nereis;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Nereididae;Nereis;Nereis heterocirrata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Nereididae;Perinereis;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	3	1	0	0	1	0	0	0	0	45	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Nereididae;Perinereis;Perinereis sp. Seosan	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Paralacydoniidae;Paralacydonia;Paralacydonia paradoxa	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Pholoidae;Pholoides;Pholoides asperus	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Eulalia;Eulalia viridis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;NA;	0	0	0	0	5	0	0	0	0	10	0	3	0	0	0	0	0	1	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;NA;	0	0	0	15	42	0	8	17	0	12	0	0	0	0	0	0	25	18	87	0	0	0	18	25	11	14	71	0	0	0	137	0	0	0	24	0	0	0	20	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Sigalionidae;NA;	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Erinaceusyllis;Erinaceusyllis belizensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Exogone;	0	0	0	17	0	0	0	0	0	0	0	29	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;NA;	0	28	0	150	133	98	70	114	67	46	23	407	110	41	18	40	806	592	1663	329	12	30	66	30	45	32	67	10	9	118	20	169	8	196	913	8	0	3	399	7	5	54	31	11	0	111	0	8	10	32	264	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Opisthosyllis;Opisthosyllis leslieharrisae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Syllis;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Syllis;Syllis prolifera	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Synmerosyllis;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Fabriciidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Fabriciidae;Rubifabriciola;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Fabriciidae;Rubifabriciola;Rubifabriciola markginsbergi	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	8	10	25	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Oweniidae;Owenia;Owenia fusiformis	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	26	0	30	0	35	36	0	0	0	9	0	9	15	13	16	0	27	0	4	0	0	28	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Sabellariidae;Idanthyrsus;Idanthyrsus australiensis	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Sabellariidae;NA;	0	513	0	1281	844	1034	1032	1564	338	4256	294	4329	1477	708	265	714	1209	1923	3543	726	442	864	1050	888	2118	3460	1134	42	25	217	185	1356	190	1747	180	2987	0	50	328	37	35	690	96	105	1	1666	695	154	119	129	972	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Sabellariidae;Neosabellaria;Neosabellaria cementarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Sabellidae;Amphicorina;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Sabellidae;Amphicorina;Amphicorina ascidicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Sabellidae;Chone;Chone infundibuliformis	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	35	13	112	9	0	0	20	6	0	0	16	0	0	19	0	15	0	22	24	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Sabellidae;NA;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	15	20	76	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Serpulidae;Circeis;Circeis armoricana	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Serpulidae;Hydroides;	0	0	0	0	0	0	0	0	0	0	0	21	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Annelida;Polychaeta;Sabellida;Serpulidae;NA;	0	13	0	41	22	30	9	54	0	36	5	58	28	7	6	18	41	38	113	10	20	24	113	26	31	89	42	0	20	0	0	0	0	2	0	0	0	0	3	0	0	9	0	0	0	0	0	0	55	0	0	0	0	0	0
